Assembly Accession	Assembly Level	Organism Taxonomic ID
GCA_003331245.1	Contig	2267257
GCA_003331225.1	Contig	2267256
GCA_002691345.1	Contig	2024882
GCA_002700765.1	Contig	2024883
GCF_014279875.1	Complete Genome	1442554
GCA_014279875.1	Complete Genome	1442554
GCF_014279855.1	Complete Genome	221341
GCA_014279855.1	Complete Genome	221341
GCF_047303025.1	Complete Genome	3082549
GCA_047303025.1	Complete Genome	3082549
GCF_014304815.1	Complete Genome	166309
GCF_047304705.1	Complete Genome	166309
GCA_013133755.1	Contig	166309
GCA_014304815.1	Complete Genome	166309
GCA_047304705.1	Complete Genome	166309
GCA_949541865.1	Contig	166309
GCF_047304725.1	Complete Genome	3082543
GCA_047304725.1	Complete Genome	3082543
GCF_047304245.1	Complete Genome	3082546
GCA_047304245.1	Complete Genome	3082546
GCF_047304545.1	Complete Genome	3082545
GCA_047304545.1	Complete Genome	3082545
GCF_047304175.1	Complete Genome	3082547
GCA_047304175.1	Complete Genome	3082547
GCF_001632105.1	Scaffold	1801628
GCF_047497135.1	Complete Genome	1801628
GCA_001632105.1	Scaffold	1801628
GCA_047497135.1	Complete Genome	1801628
GCF_047302775.1	Complete Genome	3082550
GCA_047302775.1	Complete Genome	3082550
GCF_047304715.1	Complete Genome	3082544
GCA_047304715.1	Complete Genome	3082544
GCF_001632165.1	Scaffold	1801629
GCF_047303045.1	Complete Genome	1801629
GCA_001632165.1	Scaffold	1801629
GCA_047303045.1	Complete Genome	1801629
GCF_001631935.1	Scaffold	1801630
GCF_047303035.1	Complete Genome	1801630
GCA_001631935.1	Scaffold	1801630
GCA_047303035.1	Complete Genome	1801630
GCF_047304065.1	Complete Genome	3082548
GCA_047304065.1	Complete Genome	3082548
GCA_022428105.1	Contig	2913997
GCA_022426225.1	Contig	2913998
GCA_022425405.1	Contig	2913999
GCF_020514255.1	Contig	2508345
GCA_020514255.1	Contig	2508345
GCF_020514235.1	Contig	2508346
GCA_020514235.1	Contig	2508346
GCF_020514205.1	Contig	2508347
GCA_020514205.1	Contig	2508347
GCF_020514115.1	Contig	2508348
GCA_020514115.1	Contig	2508348
GCF_020514095.1	Contig	2508349
GCA_020514095.1	Contig	2508349
GCA_020514035.1	Contig	2508350
GCF_023630615.1	Contig	2508351
GCA_023630615.1	Contig	2508351
GCF_020514015.1	Contig	2508352
GCA_020514015.1	Contig	2508352
GCF_023630635.1	Contig	2508353
GCA_023630635.1	Contig	2508353
GCF_023630655.1	Contig	2508355
GCA_023630655.1	Contig	2508355
GCF_014279835.1	Complete Genome	1386941
GCA_014279835.1	Complete Genome	1386941
GCF_002252635.1	Contig	210768
GCA_002252635.1	Contig	210768
GCF_900474045.1	Contig	2575512
GCA_900474045.1	Contig	2575512
GCF_900473975.1	Contig	2575513
GCA_900473975.1	Contig	2575513
GCF_900473895.1	Contig	2575514
GCA_900473895.1	Contig	2575514
GCF_900473925.1	Contig	2575515
GCA_900473925.1	Contig	2575515
GCA_002698505.1	Contig	2024884
GCF_023078835.1	Complete Genome	2907159
GCA_023078835.1	Complete Genome	2907159
GCF_021533835.1	Scaffold	1914529
GCA_021533835.1	Scaffold	1914529
GCF_014279815.1	Complete Genome	1442555
GCA_014279815.1	Complete Genome	1442555
GCA_002729835.1	Contig	2024885
GCF_047462215.1	Contig	2964535
GCA_047462215.1	Contig	2964535
GCF_047462135.1	Scaffold	2964533
GCA_047462135.1	Scaffold	2964533
GCF_047462155.1	Scaffold	136798
GCA_047462155.1	Scaffold	136798
GCF_047502685.1	Scaffold	139337
GCA_047502685.1	Scaffold	139337
GCF_047462175.1	Scaffold	139352
GCA_047462175.1	Scaffold	139352
GCF_000316685.1	Complete Genome	195253
GCA_000316685.1	Complete Genome	195253
GCA_022570815.1	Contig	32048
GCA_022698185.1	Contig	115741
GCA_003228185.1	Contig	1856682
GCF_000155595.1	Scaffold	91464
GCA_000155595.1	Scaffold	91464
GCF_000332275.1	Chromosome	195250
GCA_000332275.1	Chromosome	195250
GCF_000317085.1	Complete Genome	1173263
GCA_000317085.1	Complete Genome	1173263
GCF_020514285.1	Scaffold	2508342
GCA_020514285.1	Scaffold	2508342
GCA_011523155.1	Scaffold	2698761
GCA_007571215.1	Contig	2479221
GCA_007571085.1	Contig	2479222
GCF_014279795.1	Complete Genome	1442556
GCA_014279795.1	Complete Genome	1442556
GCF_014279775.1	Complete Genome	1968775
GCA_014279775.1	Complete Genome	1968775
GCF_014279755.1	Complete Genome	1400866
GCA_014279755.1	Complete Genome	1400866
GCA_029937595.1	Scaffold	3016335
GCF_047462195.1	Scaffold	2421316
GCA_047462195.1	Scaffold	2421316
GCF_047502655.1	Contig	2421321
GCA_047502655.1	Contig	2421321
GCF_047462015.1	Contig	2291953
GCA_047462015.1	Contig	2291953
GCF_047462035.1	Contig	2291954
GCA_047462035.1	Contig	2291954
GCF_047462055.1	Contig	2291955
GCA_047462055.1	Contig	2291955
GCF_047462115.1	Scaffold	2969649
GCA_047462115.1	Scaffold	2969649
GCA_047462095.1	Scaffold	2969648
GCF_047462075.1	Scaffold	2964496
GCA_047462075.1	Scaffold	2964496
GCF_047461975.1	Scaffold	2969647
GCA_047461975.1	Scaffold	2969647
GCF_047461935.1	Scaffold	2964497
GCA_047461935.1	Scaffold	2964497
GCF_047461915.1	Scaffold	2964498
GCA_047461915.1	Scaffold	2964498
GCF_047461995.1	Scaffold	2964499
GCA_047461995.1	Scaffold	2964499
GCF_047461955.1	Scaffold	2964500
GCA_047461955.1	Scaffold	2964500
GCF_047461895.1	Scaffold	2964501
GCA_047461895.1	Scaffold	2964501
GCF_047461815.1	Scaffold	2291956
GCA_047461815.1	Scaffold	2291956
GCF_047461775.1	Contig	2421326
GCA_047461775.1	Contig	2421326
GCF_047461735.1	Contig	2291957
GCA_047461735.1	Contig	2291957
GCF_047461695.1	Contig	2291958
GCA_047461695.1	Contig	2291958
GCF_047461835.1	Scaffold	2964514
GCA_047461835.1	Scaffold	2964514
GCA_047461875.1	Scaffold	2964515
GCF_047461855.1	Scaffold	2967123
GCA_047461855.1	Scaffold	2967123
GCF_047461795.1	Scaffold	2964520
GCA_047461795.1	Scaffold	2964520
GCF_047461755.1	Scaffold	2964524
GCA_047461755.1	Scaffold	2964524
GCF_047461675.1	Scaffold	2964531
GCA_047461675.1	Scaffold	2964531
GCF_047461715.1	Contig	2291959
GCA_047461715.1	Contig	2291959
GCF_047502605.1	Scaffold	2964529
GCA_047502605.1	Scaffold	2964529
GCF_047502635.1	Scaffold	2964530
GCA_047502635.1	Scaffold	2964530
GCF_000063525.1	Complete Genome	316278
GCA_000063525.1	Complete Genome	316278
GCF_024345495.1	Contig	2823741
GCA_024345495.1	Contig	2823741
GCA_001628295.1	Scaffold	1811575
GCA_001628325.1	Scaffold	1811576
GCF_014279655.1	Complete Genome	1442557
GCA_014279655.1	Complete Genome	1442557
GCA_002724845.1	Contig	2024886
GCF_014279635.1	Complete Genome	221345
GCA_014279635.1	Complete Genome	221345
GCF_014279615.1	Complete Genome	221350
GCA_014279615.1	Complete Genome	221350
GCF_014279595.1	Complete Genome	221352
GCA_014279595.1	Complete Genome	221352
GCF_014279575.1	Chromosome	221358
GCA_014279575.1	Chromosome	221358
GCF_000153825.1	Scaffold	221359
GCA_000153825.1	Scaffold	221359
GCF_000153065.1	Scaffold	221360
GCA_000153065.1	Scaffold	221360
GCF_008807075.1	Complete Genome	2511069
GCA_008807075.1	Complete Genome	2511069
GCA_012103655.1	Contig	2652853
GCA_002706715.1	Contig	2024887
GCA_009840445.1	Scaffold	2604852
GCA_009839805.1	Scaffold	2604853
GCA_009839305.1	Scaffold	2604854
GCA_009838425.1	Scaffold	2604855
GCA_009837735.1	Scaffold	2604856
GCA_009837265.1	Scaffold	2604857
GCA_009836155.1	Scaffold	2604858
GCA_009836025.1	Scaffold	2604859
GCA_009835965.1	Scaffold	2604860
GCA_009846095.1	Scaffold	2604861
GCA_009846115.1	Scaffold	2604862
GCA_009845825.1	Scaffold	2604863
GCA_009845105.1	Scaffold	2604864
GCA_009844725.1	Scaffold	2604865
GCA_009844645.1	Scaffold	2604866
GCA_009843485.1	Scaffold	2604867
GCA_009843455.1	Scaffold	2604868
GCA_009843385.1	Scaffold	2604869
GCA_009842265.1	Scaffold	2604870
GCA_009842105.1	Scaffold	2604871
GCA_030829555.1	Scaffold	3064698
GCA_040261145.1	Scaffold	3073077
GCA_040260695.1	Contig	3073076
GCA_030756875.1	Contig	3067271
GCA_030756895.1	Contig	3067272
GCA_016462855.1	Scaffold	2782401
GCF_014279555.1	Complete Genome	1050714
GCA_014279555.1	Complete Genome	1050714
GCF_001885215.1	Complete Genome	1916956
GCA_001885215.1	Complete Genome	1916956
GCF_014279535.1	Complete Genome	1442558
GCA_014279535.1	Complete Genome	1442558
GCA_002171075.2	Contig	1986592
GCA_002172175.1	Contig	1986593
GCA_002172045.1	Contig	1986594
GCA_002171995.1	Contig	1986595
GCA_002168155.1	Contig	1986596
GCA_002167425.2	Contig	1986597
GCA_002170705.1	Contig	1986598
GCA_002171685.2	Contig	1986599
GCA_002172935.1	Contig	1986600
GCF_024345415.1	Contig	2823742
GCA_024345415.1	Contig	2823742
GCA_021737765.1	Contig	2874849
GCA_003526105.1	Scaffold	2055764
GCA_003523965.1	Scaffold	2055762
GCA_003539795.1	Scaffold	2055763
GCF_900473935.1	Contig	337067
GCA_900473935.1	Contig	337067
GCF_900474015.1	Contig	368495
GCA_900474015.1	Contig	368495
GCF_900474295.1	Contig	368503
GCF_943371325.1	Contig	368503
GCF_943371655.1	Contig	368503
GCF_943372055.1	Contig	368503
GCF_943372175.1	Contig	368503
GCF_943372525.1	Contig	368503
GCF_943372635.1	Contig	368503
GCF_943372695.1	Contig	368503
GCF_943372735.1	Contig	368503
GCF_943372785.1	Contig	368503
GCF_945862395.1	Contig	368503
GCF_945878345.1	Contig	368503
GCF_945903815.1	Contig	368503
GCF_945905385.1	Contig	368503
GCA_900474295.1	Contig	368503
GCA_943324185.2	Contig	368503
GCA_943325705.2	Scaffold	368503
GCA_943326515.2	Contig	368503
GCA_943326725.2	Contig	368503
GCA_943360015.1	Contig	368503
GCA_943364975.1	Contig	368503
GCA_943367085.1	Contig	368503
GCA_943367535.1	Contig	368503
GCA_943367555.1	Contig	368503
GCA_943367625.1	Contig	368503
GCA_943367645.1	Contig	368503
GCA_943367705.1	Contig	368503
GCA_943368345.1	Contig	368503
GCA_943368725.1	Contig	368503
GCA_943368755.1	Contig	368503
GCA_943369025.1	Contig	368503
GCA_943369075.1	Contig	368503
GCA_943369245.1	Contig	368503
GCA_943369255.1	Contig	368503
GCA_943369265.1	Contig	368503
GCA_943369295.1	Contig	368503
GCA_943369315.1	Contig	368503
GCA_943369445.1	Contig	368503
GCA_943369455.1	Contig	368503
GCA_943369485.1	Contig	368503
GCA_943369525.1	Contig	368503
GCA_943369535.1	Contig	368503
GCA_943369595.1	Contig	368503
GCA_943369635.1	Contig	368503
GCA_943369655.1	Contig	368503
GCA_943369785.1	Contig	368503
GCA_943369825.1	Contig	368503
GCA_943369895.1	Contig	368503
GCA_943370005.1	Contig	368503
GCA_943370165.1	Contig	368503
GCA_943370195.1	Contig	368503
GCA_943370245.1	Contig	368503
GCA_943370375.1	Contig	368503
GCA_943370565.1	Contig	368503
GCA_943370665.1	Contig	368503
GCA_943370685.1	Contig	368503
GCA_943370745.1	Contig	368503
GCA_943370785.1	Contig	368503
GCA_943370815.1	Contig	368503
GCA_943370905.1	Contig	368503
GCA_943370935.1	Contig	368503
GCA_943371015.1	Contig	368503
GCA_943371105.1	Contig	368503
GCA_943371195.1	Contig	368503
GCA_943371265.1	Contig	368503
GCA_943371295.1	Contig	368503
GCA_943371325.1	Contig	368503
GCA_943371335.1	Contig	368503
GCA_943371405.1	Contig	368503
GCA_943371485.1	Contig	368503
GCA_943371515.1	Contig	368503
GCA_943371655.1	Contig	368503
GCA_943371665.1	Contig	368503
GCA_943371695.1	Contig	368503
GCA_943371755.1	Contig	368503
GCA_943371845.1	Contig	368503
GCA_943371885.1	Contig	368503
GCA_943372025.1	Contig	368503
GCA_943372045.1	Contig	368503
GCA_943372055.1	Contig	368503
GCA_943372085.1	Contig	368503
GCA_943372175.1	Contig	368503
GCA_943372205.1	Contig	368503
GCA_943372395.1	Contig	368503
GCA_943372525.1	Contig	368503
GCA_943372565.1	Contig	368503
GCA_943372635.1	Contig	368503
GCA_943372695.1	Contig	368503
GCA_943372735.1	Contig	368503
GCA_943372785.1	Contig	368503
GCA_943372885.1	Contig	368503
GCA_943372935.1	Contig	368503
GCA_943373005.1	Contig	368503
GCA_943373065.1	Contig	368503
GCA_943373085.1	Contig	368503
GCA_943373115.1	Contig	368503
GCA_943373125.1	Contig	368503
GCA_945860085.1	Contig	368503
GCA_945861105.1	Contig	368503
GCA_945861495.1	Contig	368503
GCA_945861595.1	Contig	368503
GCA_945862395.1	Contig	368503
GCA_945866235.1	Contig	368503
GCA_945866325.1	Contig	368503
GCA_945867455.1	Contig	368503
GCA_945872185.1	Scaffold	368503
GCA_945875915.1	Contig	368503
GCA_945877115.1	Scaffold	368503
GCA_945878345.1	Contig	368503
GCA_945878795.1	Contig	368503
GCA_945885575.1	Contig	368503
GCA_945897975.1	Scaffold	368503
GCA_945903815.1	Contig	368503
GCA_945904115.1	Contig	368503
GCA_945905385.1	Contig	368503
GCF_900473965.1	Contig	2575510
GCA_900473965.1	Contig	2575510
GCF_900474245.1	Contig	2575516
GCA_900474245.1	Contig	2575516
GCF_900474185.1	Contig	368493
GCA_900474185.1	Contig	368493
GCF_900474085.1	Contig	368491
GCA_900474085.1	Contig	368491
GCA_031425135.1	Contig	2964687
GCF_047716815.1	Complete Genome	3392296
GCA_047716815.1	Complete Genome	3392296
GCF_047716805.1	Complete Genome	3392294
GCA_047716805.1	Complete Genome	3392294
GCF_047461655.1	Scaffold	2964512
GCA_047461655.1	Scaffold	2964512
GCF_047461635.1	Scaffold	2964513
GCA_047461635.1	Scaffold	2964513
GCF_047461575.1	Scaffold	2964516
GCA_047461575.1	Scaffold	2964516
GCF_047461595.1	Scaffold	2964521
GCA_047461595.1	Scaffold	2964521
GCF_047502615.1	Scaffold	2967125
GCA_047502615.1	Scaffold	2967125
GCF_047461615.1	Scaffold	2964526
GCA_047461615.1	Scaffold	2964526
GCF_047461515.1	Scaffold	2964534
GCA_047461515.1	Scaffold	2964534
GCF_047461555.1	Scaffold	2964536
GCA_047461555.1	Scaffold	2964536
GCF_047461475.1	Scaffold	2964537
GCA_047461475.1	Scaffold	2964537
GCF_000153045.1	Scaffold	69042
GCA_000153045.1	Scaffold	69042
GCF_047304555.1	Complete Genome	166310
GCA_047304555.1	Complete Genome	166310
GCF_000063505.1	Complete Genome	32051
GCA_000063505.1	Complete Genome	32051
GCF_000153285.1	Scaffold	59931
GCA_000153285.1	Scaffold	59931
GCA_030373345.1	Contig	58665
GCF_000230675.1	Contig	166318
GCA_000230675.2	Contig	166318
GCF_047302785.1	Complete Genome	166321
GCA_047302785.1	Complete Genome	166321
GCF_001040845.1	Chromosome	32052
GCA_001040845.1	Chromosome	32052
GCF_004209775.1	Complete Genome	59932
GCF_014304795.1	Complete Genome	59932
GCA_004209775.1	Complete Genome	59932
GCA_014304795.1	Complete Genome	59932
GCF_001182765.1	Complete Genome	29410
GCA_001182765.1	Complete Genome	29410
GCF_000161795.2	Complete Genome	166314
GCA_000161795.2	Complete Genome	166314
GCA_003149585.1	Contig	1979185
GCF_030546365.1	Scaffold	3062778
GCA_030546365.1	Scaffold	3062778
GCA_003712085.1	Contig	1979153
GCF_015207985.1	Contig	1828736
GCA_015207985.1	Contig	1828736
GCF_015207935.1	Contig	1828742
GCA_015207935.1	Contig	1828742
GCF_015207645.1	Contig	945781
GCA_015207645.1	Contig	945781
GCA_015207515.1	Scaffold	945782
GCA_035285105.1	Contig	1143
GCA_035285705.1	Contig	1143
GCA_041750255.1	Contig	1143
GCA_046338495.1	Contig	1143
GCA_030759595.1	Complete Genome	2764086
GCF_010222815.1	Chromosome	1933929
GCA_010222815.1	Chromosome	1933929
GCF_025128275.1	Contig	2847986
GCA_025128275.1	Contig	2847986
GCF_014698605.1	Contig	2692864
GCA_014698605.1	Contig	2692864
GCF_014698575.1	Contig	2692865
GCA_014698575.1	Contig	2692865
GCF_014698595.1	Contig	2692866
GCA_014698595.1	Contig	2692866
GCF_014698625.1	Contig	2692867
GCA_014698625.1	Contig	2692867
GCF_003015225.1	Complete Genome	2116702
GCA_003015225.1	Complete Genome	2116702
GCF_015207725.1	Contig	915336
GCA_015207725.1	Contig	915336
GCF_040436315.1	Complete Genome	3144951
GCA_040436315.1	Complete Genome	3144951
GCF_000478825.2	Complete Genome	1147
GCA_000478825.2	Complete Genome	1147
GCF_000009725.1	Complete Genome	1148
GCF_000270265.1	Complete Genome	1148
GCF_000340785.1	Complete Genome	1148
GCF_001318385.1	Complete Genome	1148
GCF_011392055.1	Scaffold	1148
GCF_018845095.1	Complete Genome	1148
GCF_022869765.1	Complete Genome	1148
GCF_026127295.1	Scaffold	1148
GCA_000009725.1	Complete Genome	1148
GCA_000270265.1	Complete Genome	1148
GCA_000340785.1	Complete Genome	1148
GCA_001318385.1	Complete Genome	1148
GCA_011392055.1	Scaffold	1148
GCA_018845095.1	Complete Genome	1148
GCA_022869765.1	Complete Genome	1148
GCA_026127295.1	Scaffold	1148
GCF_000284135.1	Complete Genome	1080228
GCA_000284135.1	Complete Genome	1080228
GCF_046846445.1	Complete Genome	2930568
GCF_046847935.1	Complete Genome	2930568
GCF_046847945.1	Complete Genome	2930568
GCF_046847955.1	Complete Genome	2930568
GCA_046846445.1	Complete Genome	2930568
GCA_046847935.1	Complete Genome	2930568
GCA_046847945.1	Complete Genome	2930568
GCA_046847955.1	Complete Genome	2930568
GCF_000284215.1	Complete Genome	1080229
GCA_000284215.1	Complete Genome	1080229
GCF_000284455.1	Complete Genome	1080230
GCA_000284455.1	Complete Genome	1080230
GCF_018282115.1	Complete Genome	2732530
GCA_018282115.1	Complete Genome	2732530
GCF_019924095.1	Complete Genome	2782213
GCA_019924095.1	Complete Genome	2782213
GCF_000332075.2	Scaffold	927677
GCA_000332075.2	Scaffold	927677
GCF_026802175.1	Complete Genome	2016057
GCA_026802175.1	Complete Genome	2016057
GCF_013177315.1	Complete Genome	2737172
GCA_013177315.1	Complete Genome	2737172
GCF_029579715.1	Scaffold	3031812
GCA_029579715.1	Scaffold	3031812
GCA_043752545.1	Contig	3100228
GCF_015272455.1	Contig	2747799
GCA_015272455.1	Contig	2747799
GCF_015295965.1	Contig	2747808
GCA_015295965.1	Contig	2747808
GCF_016919485.1	Complete Genome	2811482
GCA_016919485.1	Complete Genome	2811482
GCA_039794605.1	Scaffold	3064332
GCA_039794545.1	Scaffold	3064334
GCA_039794825.1	Scaffold	3064319
GCA_039794505.1	Scaffold	3064336
GCA_039794745.1	Scaffold	3064323
GCA_039794585.1	Scaffold	3064330
GCA_039794705.1	Scaffold	3064327
GCA_039794525.1	Scaffold	3064333
GCA_039795025.1	Scaffold	3064308
GCA_039794945.1	Scaffold	3064310
GCA_039794965.1	Scaffold	3064311
GCA_039794905.1	Contig	3064313
GCA_039794885.1	Scaffold	3064315
GCA_039795085.1	Contig	3064304
GCA_039795065.1	Scaffold	3064305
GCA_039794845.1	Scaffold	3064317
GCA_039794685.1	Contig	3064326
GCF_003990665.1	Complete Genome	2005468
GCA_003990665.2	Complete Genome	2005468
GCF_022848905.1	Scaffold	2813851
GCA_022848905.1	Scaffold	2813851
GCA_036703905.1	Contig	3083423
GCA_036703945.1	Contig	3083423
GCA_041743695.1	Contig	3083423
GCA_041748155.1	Contig	3083423
GCA_041748255.1	Contig	3083423
GCA_041752855.1	Contig	3083423
GCA_022402525.1	Scaffold	2881380
GCA_041530395.1	Complete Genome	3079936
GCA_030447595.1	Scaffold	3050458
GCF_003555505.1	Complete Genome	2016101
GCA_003555505.2	Complete Genome	2016101
GCF_025999095.1	Complete Genome	2814275
GCF_046292485.1	Scaffold	2814275
GCF_046293715.1	Scaffold	2814275
GCF_046299635.1	Scaffold	2814275
GCF_046299655.1	Contig	2814275
GCA_025999095.1	Complete Genome	2814275
GCA_041082095.1	Contig	2814275
GCA_046292485.1	Scaffold	2814275
GCA_046293715.1	Scaffold	2814275
GCA_046293945.1	Scaffold	2814275
GCA_046299635.1	Scaffold	2814275
GCA_046299655.1	Contig	2814275
GCF_030322965.1	Complete Genome	2937284
GCA_030322965.1	Complete Genome	2937284
GCF_030322985.1	Complete Genome	2937792
GCA_030322985.1	Complete Genome	2937792
GCF_030323045.1	Complete Genome	2937793
GCA_030323045.1	Complete Genome	2937793
GCF_008386235.1	Complete Genome	2583530
GCA_008386235.1	Complete Genome	2583530
GCF_031583395.1	Complete Genome	3074092
GCA_031583395.1	Complete Genome	3074092
GCF_031583415.1	Complete Genome	3074093
GCA_031583415.1	Complete Genome	3074093
GCF_031583435.1	Complete Genome	3074094
GCA_031583435.1	Complete Genome	3074094
GCF_023650955.1	Complete Genome	2933959
GCA_023650955.1	Complete Genome	2933959
GCF_031460975.1	Contig	3074104
GCA_031460975.1	Contig	3074104
GCF_031583535.1	Complete Genome	3074102
GCA_031583535.1	Complete Genome	3074102
GCF_031583555.1	Complete Genome	3074103
GCA_031583555.1	Complete Genome	3074103
GCF_030518715.1	Complete Genome	3058430
GCA_030518715.1	Complete Genome	3058430
GCF_031583475.1	Complete Genome	3074098
GCA_031583475.1	Complete Genome	3074098
GCF_031460935.1	Contig	3074099
GCA_031460935.1	Contig	3074099
GCF_031460315.1	Contig	3074100
GCA_031460315.1	Contig	3074100
GCF_030518735.1	Complete Genome	3058431
GCA_030518735.1	Complete Genome	3058431
GCF_015296045.1	Contig	2747806
GCA_015296045.1	Contig	2747806
GCA_015296025.1	Contig	2747807
GCF_015295915.1	Contig	2747809
GCA_015295915.1	Contig	2747809
GCF_015295825.1	Contig	2747811
GCA_015295825.1	Contig	2747811
GCF_000505665.1	Chromosome	1394889
GCA_000505665.1	Chromosome	1394889
GCF_014466085.1	Contig	2763133
GCA_014466085.1	Contig	2763133
GCF_031583255.1	Complete Genome	3074086
GCA_031583255.1	Complete Genome	3074086
GCF_031583315.1	Complete Genome	3074087
GCA_031583315.1	Complete Genome	3074087
GCF_031583295.1	Complete Genome	3074088
GCA_031583295.1	Complete Genome	3074088
GCF_031583185.1	Complete Genome	3074082
GCA_031583185.1	Complete Genome	3074082
GCF_031432345.1	Contig	3074083
GCA_031432345.1	Contig	3074083
GCF_030518695.1	Complete Genome	3058429
GCA_030518695.1	Complete Genome	3058429
GCF_031583205.1	Complete Genome	3074084
GCA_031583205.1	Complete Genome	3074084
GCF_031583225.1	Complete Genome	3074085
GCA_031583225.1	Complete Genome	3074085
GCF_031586415.1	Complete Genome	3074130
GCA_031586415.1	Complete Genome	3074130
GCF_031583515.1	Complete Genome	3074101
GCA_031583515.1	Complete Genome	3074101
GCF_017086385.1	Complete Genome	2813673
GCA_017086385.1	Complete Genome	2813673
GCF_031583455.1	Complete Genome	3074095
GCA_031583455.1	Complete Genome	3074095
GCF_031583495.1	Complete Genome	3074096
GCA_031583495.1	Complete Genome	3074096
GCF_031460915.1	Contig	3074097
GCA_031460915.1	Contig	3074097
GCF_029335995.1	Contig	3034853
GCA_029335995.2	Contig	3034853
GCA_020058975.1	Contig	2877236
GCF_031583335.1	Complete Genome	3074089
GCA_031583335.1	Complete Genome	3074089
GCF_031583375.1	Complete Genome	3074090
GCA_031583375.1	Complete Genome	3074090
GCF_031583355.1	Complete Genome	3074091
GCA_031583355.1	Complete Genome	3074091
GCF_000011345.1	Complete Genome	197221
GCA_000011345.1	Complete Genome	197221
GCA_019358895.1	Contig	2136405
GCA_019358835.1	Contig	337900
GCA_019358855.1	Contig	2057768
GCF_000760695.4	Scaffold	1479485
GCA_000760695.4	Scaffold	1479485
GCF_045950695.1	Contig	3232313
GCA_045950695.1	Contig	3232313
GCA_019358985.1	Contig	2835095
GCF_000828075.3	Scaffold	1245935
GCA_000828075.3	Scaffold	1245935
GCF_045999855.1	Scaffold	3232311
GCA_045999855.1	Scaffold	3232311
GCA_019358935.1	Contig	1874569
GCA_014534005.1	Contig	2768887
GCF_014697075.1	Contig	2692868
GCA_014697075.1	Contig	2692868
GCF_015207145.1	Contig	2777971
GCF_963889265.1	Contig	2777971
GCA_015207145.1	Contig	2777971
GCA_963889265.1	Contig	2777971
GCF_002218085.1	Scaffold	2005459
GCA_002218085.1	Scaffold	2005459
GCF_000300115.1	Scaffold	1188
GCF_025677855.1	Complete Genome	1188
GCF_963860465.1	Scaffold	1188
GCA_000300115.1	Scaffold	1188
GCA_025677855.1	Complete Genome	1188
GCA_963860465.1	Scaffold	1188
GCF_025860405.1	Complete Genome	2596898
GCA_025860405.1	Complete Genome	2596898
GCF_011769525.1	Complete Genome	2099387
GCA_011769525.1	Complete Genome	2099387
GCA_014533875.1	Contig	2768888
GCF_963874875.1	Scaffold	231146
GCF_002368295.1	Chromosome	231146
GCA_002368295.1	Chromosome	231146
GCA_963874875.1	Scaffold	231146
GCF_039962155.1	Contig	2933943
GCA_039962155.1	Contig	2933943
GCA_019358975.1	Contig	1382647
GCF_039962135.1	Contig	2933944
GCA_039962135.1	Contig	2933944
GCF_030409055.1	Chromosome	3023083
GCA_030409055.1	Chromosome	3023083
GCA_036702855.1	Contig	3088175
GCA_036702865.1	Contig	3088175
GCA_036702895.1	Contig	3088175
GCF_039962015.1	Contig	2933921
GCA_039962015.1	Contig	2933921
GCF_039961995.1	Contig	2933922
GCA_039961995.1	Contig	2933922
GCF_039961955.1	Contig	2933923
GCA_039961955.1	Contig	2933923
GCF_039961915.1	Contig	2933924
GCA_039961915.1	Contig	2933924
GCF_039961975.1	Contig	2933925
GCA_039961975.1	Contig	2933925
GCF_039961925.1	Contig	2933926
GCA_039961925.1	Contig	2933926
GCF_014696035.1	Contig	2692869
GCA_014696035.1	Contig	2692869
GCF_014695915.1	Contig	2692870
GCA_014695915.1	Contig	2692870
GCF_014695385.1	Contig	2692871
GCA_014695385.1	Contig	2692871
GCF_014695845.1	Contig	2692872
GCA_014695845.1	Contig	2692872
GCF_014695815.1	Contig	2692873
GCA_014695815.1	Contig	2692873
GCF_014695675.1	Contig	2692874
GCA_014695675.1	Contig	2692874
GCF_014695535.1	Contig	2692875
GCA_014695535.1	Contig	2692875
GCF_014695505.1	Contig	2692876
GCA_014695505.1	Contig	2692876
GCF_039961855.1	Contig	2933927
GCA_039961855.1	Contig	2933927
GCF_039961835.1	Contig	2933928
GCA_039961835.1	Contig	2933928
GCF_039961875.1	Contig	2933929
GCA_039961875.1	Contig	2933929
GCF_039961815.1	Contig	2933930
GCA_039961815.1	Contig	2933930
GCA_913057915.1	Contig	1206
GCA_000963755.3	Scaffold	1045866
GCF_018457135.1	Scaffold	1045867
GCA_018457135.1	Scaffold	1045867
GCF_000014265.1	Complete Genome	203124
GCA_000014265.1	Complete Genome	203124
GCA_022448615.1	Scaffold	2919304
GCA_022822685.1	Contig	2881430
GCA_023356555.1	Scaffold	2917417
GCA_023356605.1	Scaffold	2917418
GCA_023356535.1	Scaffold	2917419
GCA_023356515.1	Scaffold	2917420
GCA_030064815.1	Contig	3036787
GCA_040262915.1	Contig	3073080
GCA_028982585.1	Contig	2954175
GCA_028982545.1	Contig	2954176
GCA_028982495.1	Contig	2954178
GCA_028982485.1	Contig	2954177
GCA_028982425.1	Contig	2954179
GCA_028982365.1	Contig	2954180
GCA_028982285.1	Contig	2954181
GCA_028982325.1	Contig	2954182
GCA_028982335.1	Contig	2954183
GCA_028982705.1	Contig	2954170
GCA_028982665.1	Contig	2954169
GCA_028982685.1	Contig	2954171
GCA_028982625.1	Contig	2954173
